,ID_PARCEL_2022,SURF_PARC_2022,CODE_CULTU_2022,CODE_GROUP_2022,CULTURE_D1_2022,CULTURE_D2_2022,geometry,libelle_cultu_2022,CAMPAGNE_DEBUT_2022,CAMPAGNE_FIN_2022,libelle_d1_2022,libelle_d2_2022,area
236545,1428287,3.99,MIS,2,,,"POLYGON ((585402.3200000003 6258273.902000003, 585383.5790000036 6258249.795000002, 585498.824000001 6258180.056000002, 585528.4360000044 6258231.994000003, 585554.4540000036 6258278.247000001, 585634.7450000048 6258244.272, 585695.0530000031 6258216.988000002, 585633.6609999985 6258086.799000002, 585602.4090000018 6258099.307, 585574.0260000005 6258113.279000003, 585559.9820000008 6258117.063000001, 585554.6550000012 6258123.8500000015, 585550.2679999992 6258118.852000002, 585541.6099999994 6258123.959000003, 585530.5300000012 6258126.229000002, 585526.450000003 6258117.342, 585519.9699999988 6258122.431000002, 585415.4950000048 6258179.153000001, 585248.1590000018 6258273.241, 585306.1330000013 6258349.435000002, 585342.3669999987 6258316.178000003, 585402.3200000003 6258273.902000003))",Maïs,2015,,,,39925.53003085256
1428874,8629234,1.33,MIS,2,,,"POLYGON ((470991.3407000005 6265013.237, 470994.503700003 6265014.743300002, 470996.3929999992 6265011.187000003, 471002.8550000042 6264997.421, 471012.40700000525 6264982.811000001, 471018.9780000001 6264971.949000001, 471032.5160000026 6264948.0320000015, 471018.2749999985 6264941.277000003, 471017.12099999934 6264940.607000001, 470999.617399998 6264895.9615, 470962.17329999804 6264799.006000001, 470961.70589999855 6264797.7117, 470937.0282000005 6264834.728400003, 470920.2270999998 6264860.6576000005, 470919.4333000034 6264865.817000002, 470923.40210000426 6264891.217, 470924.6169999987 6264901.1384, 470938.1469999999 6264917.884200003, 470947.10680000484 6264967.531000003, 470957.8396999985 6265019.895300001, 470962.3088000044 6265036.3686, 470966.7955000028 6265045.044, 470970.072800003 6265046.3473000005, 470972.1002000049 6265043.313200001, 470972.11659999937 6265042.859000001, 470974.8624000028 6265039.682, 470981.70170000196 6265028.047500003, 470981.87220000476 6265027.785100002, 470988.6350999996 6265018.329800002, 470991.3407000005 6265013.237))",Maïs,2015,,,,13290.997766786082
478716,2890031,0.58,MIS,2,,,"POLYGON ((456040.94700000435 6226662.691, 456047.5210000053 6226680.984000001, 456052.5160000026 6226683.7820000015, 456087.1598000005 6226679.0682, 456086.86840000004 6226674.852300003, 456085.9231000021 6226661.172900002, 456066.2626000047 6226553.869900003, 456060.79680000246 6226556.766200002, 456044.67180000246 6226566.494900003, 456032.49639999866 6226575.2645, 456024.6240000054 6226582.859000001, 456015.76579999924 6226592.636600003, 456011.9549999982 6226596.843000002, 456019.83100000024 6226611.808000002, 456035.15900000185 6226648.098000001, 456040.94700000435 6226662.691))",Maïs,2015,,,,5794.748836786808
1375145,8306074,6.89,MIS,2,,,"POLYGON ((490797.9122999981 6267427.755200002, 490797.91220000386 6267427.755100001, 490779.91920000315 6267423.811500002, 490619.885800004 6267413.6065, 490499.517900005 6267406.149700001, 490343.41400000453 6267395.360200003, 490334.5454000011 6267395.158800002, 490317.90900000185 6267442.440000001, 490306.69200000167 6267491.8500000015, 490305.0050000027 6267508.183000002, 490300.438000001 6267523.675000001, 490319.5380000025 6267533.021000002, 490318.3910000026 6267549.269000001, 490320.80000000447 6267549.369000003, 490488.83399999887 6267558.391000003, 490689.83900000155 6267570.807, 490703.99620000273 6267569.1131, 490720.12370000035 6267551.910500001, 490753.1437000036 6267515.292100001, 490787.6455000043 6267480.578700002, 490800.5571999997 6267469.360400002, 490803.0971999988 6267458.565300003, 490804.57880000025 6267440.7853000015, 490797.91220000386 6267427.755200002, 490797.9122999981 6267427.755200002))",Maïs,2015,,,,68865.5203359384
1483212,8958022,0.8,MIS,2,,,"POLYGON ((458147.3453999981 6222097.2425, 458124.66390000284 6222085.523700003, 458097.1471000016 6222072.8237, 458067.51380000263 6222064.357000001, 458043.70120000094 6222059.5945000015, 458023.0637000054 6222054.832000002, 458005.6011000052 6222052.715300001, 457983.3761000037 6222052.186100002, 457970.67610000074 6222054.832000002, 457964.8552000001 6222059.065300003, 457964.8552000001 6222065.944500003, 457966.97190000117 6222070.1778, 457989.7261000052 6222081.819500003, 458023.5927999988 6222095.048700001, 458059.57620000094 6222112.5112, 458079.68460000306 6222125.740400001, 458079.52600000054 6222127.088300001, 458109.66600000113 6222146.641000003, 458120.6475000009 6222147.782700002, 458134.5593999997 6222129.272700001, 458146.747299999 6222097.834400002, 458147.3453999981 6222097.2425))",Maïs,2015,,,,8033.052935925807
266251,1607001,1.18,MIS,2,,,"POLYGON ((468020.77899999917 6255423.955000002, 468092.0050000027 6255415.525000002, 468093.513000004 6255413.858000003, 468096.6480000019 6255403.618000001, 468098.20600000024 6255399.690000001, 468101.92400000244 6255391.842, 468084.2870000005 6255334.155000001, 467951.3060000017 6255350.272, 467943.2100000009 6255353.765000001, 467955.91600000113 6255421.081, 467953.6150000021 6255429.812000003, 467953.01099999994 6255431.2190000005, 468020.77899999917 6255423.955000002))",Maïs,2015,,,,11800.67350369397
1300874,7856770,5.27,MIS,2,,,"POLYGON ((487084.4506999999 6278349.1038000025, 487084.60400000215 6278350.765000001, 487087.0029999986 6278371.563000001, 487089.688000001 6278389.984000001, 487091.0112000033 6278397.864600003, 487160.0449000001 6278394.532900002, 487170.1319999993 6278388.189000003, 487191.40700000525 6278384.603, 487214.23900000006 6278384.1060000025, 487240.4120000005 6278382.632000003, 487256.88599999994 6278381.890000001, 487271.6310000047 6278379.694000002, 487282.7280000001 6278377.083000001, 487293.65399999917 6278370.724000003, 487299.438000001 6278365.3560000025, 487305.5530000031 6278353.3560000025, 487308.076000005 6278342.779000003, 487309.2030000016 6278337.3017, 487303.60670000315 6278337.5956000015, 487304.5430000052 6278332.539500002, 487305.0839000046 6278332.511100002, 487308.21350000054 6278317.3006, 487338.8013000041 6278155.5581, 487337.9703999981 6278155.492800001, 487339.3004000038 6278150.582000002, 487309.2300000042 6278148.2200000025, 487288.1700000018 6278146.560000002, 487246.3040000051 6278153.382000003, 487204.14400000125 6278160.825000003, 487178.7080000043 6278165.934, 487170.2560000047 6278168.885000002, 487129.82400000095 6278183.798, 487095.7129999995 6278196.985000003, 487069.91600000113 6278207.739, 487070.24599999934 6278225.425000001, 487072.7170000002 6278245.118000001, 487080.8379999995 6278309.948000003, 487084.4506999999 6278349.1038000025))",Maïs,2015,,,,52687.76277026024
711762,4301663,0.98,MIS,2,,,"POLYGON ((462229.6099999994 6232180.626000002, 462230.98600000143 6232186.5320000015, 462231.1019999981 6232187.330000002, 462234.5549999997 6232206.298, 462239.21200000495 6232237.674000002, 462241.3430000022 6232243.998, 462304.7780000046 6232241.586000003, 462302.3379999995 6232193.207000002, 462300.1939999983 6232172.490000002, 462295.2730000019 6232159.949000001, 462285.58900000155 6232144.233000003, 462247.013000004 6232094.862, 462217.72399999946 6232056.841000002, 462209.78599999845 6232065.493000001, 462216.13599999994 6232097.878000002, 462225.32400000095 6232155.941, 462229.6099999994 6232180.626000002))",Maïs,2015,,,,9776.306135244467
775409,4684907,1.94,MIS,2,,,"POLYGON ((455962.3830000013 6270706.118000001, 455960.3590000048 6270700.757000003, 455918.5370000005 6270714.689000003, 455853.5540000051 6270736.336000003, 455828.67400000244 6270744.076000001, 455827.3269999996 6270752.535, 455851.2980000004 6270804.212000001, 455852.936999999 6270807.738000002, 455854.34400000423 6270810.764000002, 455869.36400000006 6270839.087000001, 455873.576000005 6270837.272, 455879.66600000113 6270850.8560000025, 455891.18200000376 6270877.330000002, 455891.4100000039 6270877.341000002, 455893.0069999993 6270881.900000002, 455951.18200000376 6270865.136, 456009.4130000025 6270847.937000003, 456006.001000002 6270843.732000001, 455987.5560000017 6270815.262000002, 455971.1070000008 6270787.937000003, 455970.5200000033 6270786.486000001, 455968.09700000286 6270776.021000002, 455967.97100000083 6270774.746000003, 455968.2230000049 6270766.221000001, 455968.52400000393 6270764.656000003, 455975.6939999983 6270744.993000001, 455977.91899999976 6270731.956, 455975.7780000046 6270722.533, 455975.5450000018 6270721.505000003, 455969.41400000453 6270707.237, 455966.8229999989 6270706.831, 455962.3830000013 6270706.118000001))",Maïs,2015,,,,19417.96731931268
145322,876837,1.59,MIS,2,,,"POLYGON ((623351.818900004 6315126.285500001, 623333.4710000008 6315130.311000001, 623309.3881999999 6315132.528300002, 623286.987999998 6315135.213000003, 623256.5025000051 6315138.9888, 623237.7388999984 6315141.401100002, 623219.6909999996 6315144.239500001, 623179.502700001 6315156.315700002, 623157.5672999993 6315161.702, 623144.6437000036 6315164.212200001, 623140.9012000039 6315166.565100003, 623138.1833000034 6315169.840600003, 623136.1042999998 6315173.8094, 623131.4271000028 6315194.503800001, 623128.1793000028 6315246.907300003, 623140.6055000052 6315246.277600002, 623169.6609999985 6315227.004000001, 623184.3640000001 6315212.449000001, 623205.4149999991 6315204.242000002, 623221.0940000042 6315201.953000002, 623268.5190000013 6315180.724000003, 623294.8020000011 6315172.816, 623315.3720000014 6315174.569000002, 623333.9090000018 6315177.210000001, 623355.5570000038 6315176.800000001, 623381.8680000007 6315170.903000001, 623395.7450000048 6315167.652000003, 623417.6670000032 6315160.945, 623440.0733999982 6315155.248100001, 623451.9545999989 6315152.456800003, 623428.0852000043 6315131.0572, 623410.8430000022 6315119.597000003, 623400.8297000006 6315115.7775, 623391.3900000006 6315116.631500002, 623368.7740000039 6315121.6076, 623351.818900004 6315126.285500001))",Maïs,2015,,,,15855.823552906424
1409940,8515293,5.04,MIS,2,,,"POLYGON ((460909.0219999999 6283710.045000002, 460917.69200000167 6283689.119000003, 460834.251000002 6283654.16, 460828.32900000364 6283666.512000002, 460806.1330000013 6283712.805, 460783.80700000376 6283757.541000001, 460763.5300000012 6283811.042000003, 460732.4769999981 6283889.008000001, 460704.1790000051 6283955.852000002, 460685.1279999986 6284004.199000001, 460677.53200000525 6284020.851, 460675.7679999992 6284025.770000003, 460688.08900000155 6284030.0370000005, 460694.501000002 6284031.123, 460704.82900000364 6284034.584000003, 460714.81400000304 6284037.708000001, 460729.6070000008 6284041.132000003, 460750.7100000009 6284046.572000001, 460769.0560000017 6284050.885000002, 460800.4830000028 6284059.317000002, 460818.82900000364 6284063.521000002, 460825.58100000024 6284063.465, 460831.85599999875 6284046.700000003, 460889.12900000066 6283900.650000002, 460905.8350000009 6283858.735000003, 460857.64400000125 6283842.771000002, 460869.3969999999 6283805.689000003, 460909.0219999999 6283710.045000002))",Maïs,2015,,,,50366.784096017516
1572625,9500282,0.47,MIS,2,,,"POLYGON ((463921.5925000012 6234892.100100003, 463918.1529000029 6234856.116700001, 463779.7754999995 6234873.843900003, 463786.3901000023 6234905.8585, 463921.5925000012 6234892.100100003))",Maïs,2015,,,,4729.860440000575
172240,1041014,3.65,MIS,2,,,"POLYGON ((542642.5720000044 6303762.746000003, 542620.0610000044 6303734.152000003, 542619.212000005 6303733.073000003, 542618.6609999985 6303728.892000001, 542618.0540000051 6303724.289000001, 542617.9329999983 6303723.375, 542618.9430000037 6303719.128000002, 542619.0469999984 6303718.688000001, 542620.1230000034 6303714.159000002, 542621.087000005 6303711.861000001, 542623.6040000021 6303705.860000003, 542623.6590000018 6303705.73, 542623.7190000042 6303705.6060000025, 542625.2899999991 6303702.377, 542625.5390000045 6303701.866, 542625.4120000005 6303699.341000002, 542603.3730000034 6303668.990000002, 542574.425999999 6303640.305, 542573.8440000042 6303639.729000002, 542474.8110000044 6303711.591000002, 542356.7230000049 6303797.036000002, 542379.3449999988 6303825.006000001, 542411.8480000049 6303862.732000001, 542449.5230000019 6303904.5320000015, 542642.5720000044 6303762.746000003))",Maïs,2015,,,,36526.356978254764
37307,223727,1.23,MIS,2,,,"POLYGON ((551870.1402999982 6379251.8576, 551768.9580999985 6379249.2498, 551759.6767000034 6379375.2897000015, 551763.4460000023 6379376.082000002, 551767.1490000039 6379377.369000003, 551774.8901000023 6379379.122400001, 551829.1297999993 6379380.1807, 551837.3322999999 6379379.651300002, 551843.6512000039 6379365.668400001, 551853.2841000035 6379353.005100001, 551860.1371000037 6379321.493000001, 551866.7281000018 6379287.048600003, 551869.5170999989 6379268.2269, 551870.1402999982 6379251.8576))",Maïs,2015,,,,12266.959016774574
403100,2433104,0.34,MIS,2,,,"POLYGON ((449567.1865000054 6280934.452300001, 449566.35119999945 6280957.252900001, 449566.01700000465 6280991.626000002, 449567.3553000018 6281017.781400003, 449604.03180000186 6281017.2808, 449607.5407000035 6281017.948200002, 449607.45710000396 6281010.3561, 449607.12900000066 6280945.847000003, 449607.5080000013 6280937.263, 449606.80000000447 6280933.833000001, 449602.1030000001 6280933.5320000015, 449567.1865000054 6280934.452300001))",Maïs,2015,,,,3410.593043653426
610177,3687139,6.47,MIS,2,,,"POLYGON ((527990.9318000004 6275671.459000003, 527990.2747000009 6275671.788900003, 527989.8387999982 6275670.998500001, 527978.1120000035 6275678.446000002, 527929.1480000019 6275702.418000001, 527914.8489999995 6275710.948000003, 527880.4710000008 6276036.4626, 527880.4712000042 6276036.463200003, 527886.6026000008 6276044.6534, 527886.6037000045 6276044.653700002, 527918.2989000008 6276030.085000001, 527918.2990000024 6276030.085000001, 527974.4519999996 6275997.802000001, 527992.3105000034 6275984.837000001, 528010.1688999981 6275971.872000001, 528010.1689999998 6275971.8719, 528045.0329999998 6275937.080000002, 528066.0830000043 6275915.497000001, 528066.0830999985 6275915.4969, 528107.8440000042 6275879.807, 528121.3469000012 6275868.268000003, 528121.700000003 6275867.966000002, 528128.3339999989 6275862.636, 528134.0380000025 6275804.528000001, 528144.8607000038 6275693.870100003, 527990.9318000004 6275671.459000003))",Maïs,2015,,,,64671.180733698864
1565105,9454970,2.02,MIS,2,,,"POLYGON ((445208 6284500.5, 445208.4680000022 6284513.880000003, 445209.48900000006 6284527.378000002, 445213.5 6284574.5, 445239.5 6284579, 445269.5 6284583.5, 445339 6284594.5, 445415.5771000013 6284606.7902000025, 445416.82620000094 6284602.459900003, 445416.55390000343 6284601.883000001, 445417.33910000324 6284602.009, 445418.03180000186 6284597.8147, 445414.08139999956 6284586.5121, 445400.2238000035 6284569.9826, 445384.9978 6284552.394300003, 445377.08690000325 6284543.234200001, 445376.5478999987 6284542.4782, 445368.31450000405 6284528.309100002, 445358.1123000011 6284516.991900001, 445357.39990000427 6284515.969900001, 445353.2079000026 6284507.992900003, 445352.7626999989 6284506.794, 445350.753700003 6284498.110000003, 445350.7041000053 6284497.868700001, 445349.0181000009 6284488.501700003, 445348.9550999999 6284488.017500002, 445348.62660000473 6284483.939100001, 445346.3536000028 6284477.202200003, 445337.7419999987 6284460.011, 445327.8522000015 6284443.3017, 445327.66660000384 6284442.9582, 445324.49159999937 6284436.506700002, 445321.41889999807 6284432.5669, 445320.563500002 6284433.205700003, 445319.5 6284434, 445306 6284443.5, 445263 6284471, 445249.5 6284478, 445233 6284487, 445219.5 6284494, 445208 6284500.5))",Maïs,2015,,,,20231.01548544228
199262,1202446,1.52,MIS,2,,,"POLYGON ((457098.90399999917 6321929.73, 457060.8040000051 6321996.5370000005, 457081.16099999845 6322001.721000001, 457093.33200000226 6322021.962000001, 457116.3500000015 6322035.7200000025, 457129.5799999982 6322049.478, 457146.1160000041 6322045.245000001, 457176.80799999833 6322086.520000003, 457221.2580000013 6322054.770000003, 457281.0540000051 6322027.253000002, 457124.94900000095 6321942.057, 457098.90399999917 6321929.73))",Maïs,2015,,,,15221.266883380224
503468,3040002,0.94,MIS,2,,,"POLYGON ((571902.0380000025 6412218.276000001, 571905.0970000029 6412220.376000002, 571908.7340000048 6412221.269000001, 571916.6810000017 6412220.108000003, 571935.5439999998 6412218.09, 571954.936999999 6412217.835000001, 571955.512500003 6412217.746000003, 571981.9769999981 6412213.651000001, 572003.0909999982 6412208.982000001, 572025.3110000044 6412201.208000001, 572064.638000004 6412184.186000001, 572081.4739999995 6412176.620000001, 572078.8650000021 6412162.676000003, 572078.1209999993 6412157.171, 572080.7300000042 6412146.562000003, 572085.3500000015 6412134.935000002, 572087.4010000005 6412131.827, 572087.5855000019 6412130.334100001, 571996.820600003 6412155.448600002, 571899.9329000041 6412171.439800002, 571902.0380000025 6412218.276000001))",Maïs,2015,,,,9443.34656962135
1410711,8519989,0.37,MIS,2,,,"POLYGON ((607646.7690000013 6338327.286000002, 607665.7320000008 6338299.618000001, 607672.2342000008 6338286.1668, 607642.3361999989 6338270.027200002, 607635.2832000032 6338285.027000003, 607627.5197999999 6338302.3068, 607614.7305999994 6338298.431400001, 607608.4376000017 6338321.9716, 607604.750500001 6338337.510600001, 607600.2864999995 6338356.416200001, 607595.8132000044 6338381.914800003, 607595.9448999986 6338381.949700002, 607595.3687999994 6338386.969700001, 607590.0953000039 6338385.5715, 607598.3795000017 6338387.768000003, 607598.3801000044 6338387.769400001, 607613.1903000027 6338392.2005, 607613.1982000023 6338392.202800002, 607613.1992999986 6338392.202100001, 607622.2550000027 6338366.770000003, 607632.212000005 6338345.982000001, 607646.7690000013 6338327.286000002))",Maïs,2015,,,,3746.950448235462
