,ID_PARCEL_2022,SURF_PARC_2022,CODE_CULTU_2022,CODE_GROUP_2022,CULTURE_D1_2022,CULTURE_D2_2022,geometry,libelle_cultu_2022,CAMPAGNE_DEBUT_2022,CAMPAGNE_FIN_2022,libelle_d1_2022,libelle_d2_2022,area
736952,4454305,1.16,TRN,6,,,"POLYGON ((522051.0430000052 6235693.053000003, 522061.9360000044 6235635.465, 522047.59700000286 6235630.302000001, 522029.96900000423 6235624.431000002, 522017.5029999986 6235620.4070000015, 522007.80799999833 6235616.297000002, 521994.77899999917 6235611.942000002, 521985.251000002 6235612.734000001, 521978.6240000054 6235621.789000001, 521971.6070000008 6235632.916000001, 521964.5900000036 6235649.688000001, 521956.201000005 6235669.165000003, 521950.8280000016 6235683.744000003, 521943.04100000113 6235697.544, 521928.52899999917 6235713.457000002, 521929.7150000036 6235719.052000001, 521931.7969999984 6235720.829, 521934.70899999887 6235722.283, 521937.5219999999 6235723.7250000015, 521957.28400000185 6235731.069000002, 521983.98900000006 6235736.341000002, 522019.9910000041 6235743.714000002, 522038.08200000226 6235744.932, 522048.6160000041 6235702.842, 522051.0430000052 6235693.053000003))",Tournesol,2015,,,,11615.54369669878
7105,43156,2.09,TRN,6,,,"POLYGON ((576323.9448999986 6297967.263300002, 576421.8762999997 6298043.2544, 576429.6440000013 6298046.7984, 576505.5300000012 6297959.706, 576508.2325000018 6297956.1906, 576344.1152999997 6297826.077, 576323.9448999986 6297967.263300002))",Tournesol,2015,,,,20948.930165665195
179398,1083383,0.3,TRN,6,,,"POLYGON ((443395.9096999988 6291578.5101, 443288.9409000054 6291652.1685000025, 443300.33399999887 6291656.735100001, 443310.76960000396 6291660.9252, 443318.575000003 6291663.230800003, 443332.02910000086 6291660.2244000025, 443348.4457000047 6291653.761600003, 443363.70170000196 6291638.3532, 443373.36470000446 6291623.208600003, 443373.66960000247 6291622.781800002, 443378.72160000354 6291616.442600001, 443388.08370000124 6291601.689100001, 443390.28240000457 6291594.454600003, 443395.20650000125 6291579.864800002, 443395.9096999988 6291578.5101))",Tournesol,2015,,,,2953.09367684743
765670,4627023,1.16,TRN,6,,,"POLYGON ((480226.9670000002 6251068.564000003, 480229.3180000037 6251082.774, 480237.86100000143 6251125.734000001, 480234.97399999946 6251141.065000001, 480228.51900000125 6251162.5950000025, 480227.9030000046 6251170.566, 480233.5930000022 6251186.640000001, 480246.6600000039 6251203.704, 480269.3590000048 6251207.631000001, 480292.4780000001 6251208.129000001, 480292.1979999989 6251146.447000001, 480338.3049999997 6251144.687000003, 480337.11200000346 6251068.658, 480226.9670000002 6251068.564000003))",Tournesol,2015,,,,11619.32518423287
912097,5510284,1.61,TRN,6,,,"POLYGON ((613091.742899999 6329515.599300001, 613067.9303000048 6329514.541000001, 613063.1678000018 6329602.382800002, 613056.8178000003 6329638.366300002, 613048.4878000021 6329702.507000003, 613134.3409999982 6329734.137200002, 613139.1035000011 6329591.2619, 613139.6327000037 6329568.5077, 613137.5160000026 6329549.9868, 613139.6327000037 6329510.828400001, 613139.6327000037 6329509.7181, 613091.742899999 6329515.599300001))",Tournesol,2015,,,,16072.115120596147
21511,128613,13.13,TRN,6,,,"POLYGON ((612360.8229000047 6260429.984200001, 612343.9720000029 6260449.535, 612332.862999998 6260462.564000003, 612294.2199999988 6260507.520000003, 612287.8680000007 6260514.895000003, 612271.0430000052 6260535.645000003, 612250.6290000007 6260564.075000003, 612241.6450000033 6260572.952, 612299.0069999993 6260642.755000003, 612361.3030000031 6260715.815000001, 612378.2789999992 6260733.074000001, 612445.4560000002 6260802.088000003, 612484.7980000004 6260839.648000002, 612517.4329999983 6260869.353, 612590.2639999986 6260928.939000003, 612586.625 6260932.176000003, 612600.2190000042 6260942.711000003, 612684.6169999987 6261003.349000003, 612680.009100005 6261000.0383, 612682.0227999985 6260995.205300003, 612682.3985000029 6260995.475200001, 612682.6180000007 6260994.626400001, 612675.8889999986 6260978.0614, 612675.5282000005 6260976.522700001, 612674.2361000031 6260959.2632, 612673.2648999989 6260947.0326000005, 612667.5512000024 6260928.624900002, 612667.3682000041 6260927.798, 612665.2921999991 6260912.4810000025, 612665.2609999999 6260912.186900001, 612664.3989000022 6260900.971500002, 612660.612999998 6260886.4518, 612660.5592000037 6260884.105900001, 612663.3082000017 6260871.1569, 612663.5214000046 6260870.426000003, 612669.6774000004 6260854.002, 612671.2269000039 6260851.842100002, 612681.693900004 6260843.293100003, 612681.7991000041 6260843.209400002, 612694.998300001 6260832.996800002, 612697.7339000031 6260826.867700003, 612699.7675999999 6260807.399100002, 612700.0577000007 6260806.157200001, 612703.3530000001 6260797.262700003, 612707.071100004 6260784.422700003, 612711.7626000047 6260766.6193, 612709.5293000042 6260753.202, 612702.9285999984 6260721.187800001, 612688.3471000046 6260683.712300003, 612688.0565000027 6260682.620100003, 612684.1745000035 6260656.758100003, 612684.1221000031 6260655.796500001, 612685.4378000051 6260623.006900001, 612675.078900002 6260606.493700001, 612636.8128000051 6260581.177000001, 612563.6790999994 6260538.6005000025, 612563.6486999989 6260538.582700003, 612497.8401000053 6260499.659900002, 612475.2335000038 6260489.0385, 612445.9930000007 6260477.5572, 612445.3651000038 6260477.259800002, 612425.2784999982 6260466.0112, 612415.8923000023 6260460.955000002, 612415.6785999984 6260460.833100002, 612406.4345000014 6260455.262200002, 612386.7708000019 6260446.868500002, 612385.9888999984 6260446.451000001, 612365.0958999991 6260432.838200003, 612365.0161000043 6260432.930800002, 612360.8229000047 6260429.984200001))",Tournesol,2015,,,,131305.12462535824
269974,1629953,2.69,TRN,6,,,"POLYGON ((607669.4430000037 6318591.442000002, 607639.7459999993 6318626.5950000025, 607620.4299999997 6318643.819000002, 607600.5439999998 6318658.958000001, 607596.4930000007 6318671.331, 607594.637000002 6318676.4750000015, 607593.2800000012 6318681.123, 607584.7280000001 6318726.168000001, 607583.2910000011 6318745.520000003, 607565.9589999989 6318766.610000003, 607578.0480000004 6318776.003000002, 607609.7060000002 6318798.735000003, 607627.7749999985 6318812.079, 607629.4680000022 6318768.598000001, 607631.5949999988 6318735.043000001, 607642.4409999996 6318717.555, 607651.4060000032 6318708.429000001, 607667.3189999983 6318695.370000001, 607673.1799999997 6318684.334000003, 607681.5850000009 6318677.278000001, 607689.1010000035 6318674.672000002, 607699.5080000013 6318671.063000001, 607710.9790000021 6318670.293000001, 607717.0190000013 6318669.887000002, 607722.0720000044 6318672.928000003, 607736.3530000001 6318656.331, 607740.0530000031 6318655.429000001, 607751.9990000054 6318652.516000003, 607751.8049999997 6318649.113000002, 607751.2129999995 6318638.734000001, 607791.962000005 6318611.743000001, 607816.3020000011 6318593.223000001, 607827.7660000026 6318578.586000003, 607830.0579999983 6318566.770000003, 607829.6169999987 6318556.718000002, 607828.4699999988 6318546.665000003, 607822.1230000034 6318523.905000001, 607824.2419999987 6318523.099000003, 607812.4900000021 6318472.934, 607809.9409999996 6318475.618000001, 607807.7749999985 6318477.899, 607805.9180000052 6318487.866, 607786.0540000051 6318508.064000003, 607784.6799999997 6318508.665000003, 607684.4409999996 6318583.076000001, 607672.4549999982 6318587.104000002, 607669.4430000037 6318591.442000002))",Tournesol,2015,,,,26946.702277473443
198010,1195080,1.19,TRN,6,,,"POLYGON ((458175.16170000285 6262567.8224, 458173.6780000031 6262589.178000003, 458170.09099999815 6262667.443, 458168.09400000423 6262722.353, 458167.33900000155 6262731.309, 458167.16099999845 6262731.381000001, 458167.12700000405 6262732.119000003, 458158.85400000215 6262736.659000002, 458158.96620000154 6262738.5645, 458203.0003999993 6262741.7447, 458237.79200000316 6262745.543000001, 458239.08100000024 6262713.110000003, 458241.12099999934 6262702.049000002, 458246.72200000286 6262679.098000001, 458248.31599999964 6262672.703000002, 458252.2899999991 6262634.498, 458253.1499999985 6262607.649, 458180.97399999946 6262570.506000001, 458175.16170000285 6262567.8224))",Tournesol,2015,,,,11903.209255168273
422483,2549978,1.03,TRN,6,,,"POLYGON ((518110.888500005 6254394.394300003, 518041.33920000494 6254415.7654, 518027.94640000165 6254419.757800002, 517996.22630000114 6254426.098700002, 517936.755900003 6254445.209700003, 517943.38599999994 6254457.493000001, 517970.4600000009 6254491.3827, 517980.8232000023 6254490.280200001, 518025.00869999826 6254480.755200002, 518068.13589999825 6254470.1719, 518102.79640000314 6254460.646900002, 518130.575500004 6254451.8389, 518110.888500005 6254394.394300003))",Tournesol,2015,,,,10265.843027359628
829015,5007280,1.31,TRN,6,,,"POLYGON ((455534.42379999906 6271121.136600003, 455704.41889999807 6271096.3539, 455682.19390000403 6271011.422500003, 455657.3229999989 6271015.391200002, 455548.57900000364 6271036.822500002, 455546.4623000026 6271049.919400003, 455540.37690000236 6271071.350700002, 455537.46649999917 6271088.151800003, 455534.29150000215 6271121.3571000025, 455534.42379999906 6271121.3571000025, 455534.42379999906 6271121.136600003))",Tournesol,2015,,,,13106.650985454498
660043,3989047,5.7,TRN,6,,,"POLYGON ((497255.3299999982 6320334.852000002, 497320.2528000027 6320283.500700001, 497321.16600000113 6320283.369000003, 497343.7456 6320294.729200002, 497355.67660000175 6320296.047900002, 497358.0179999992 6320296.57, 497373.9350000024 6320298.156000003, 497375.5200000033 6320298.1105, 497469.6710000038 6320237.301000003, 497563.7148000002 6320175.1776, 497616.10240000486 6320140.7817, 497658.0553000048 6320117.047000002, 497759.0870999992 6320061.754500002, 497743.13329999894 6320031.7205, 497708.32620000094 6320047.527600002, 497683.190700002 6320055.465100002, 497664.6699000001 6320051.496400002, 497652.76359999925 6320059.433900002, 497630.81400000304 6320069.43, 497626.52710000426 6320063.4130000025, 497545.4752000049 6320074.8451000005, 497432.1010000035 6320096.872400001, 497432.11910000443 6320096.528500002, 497428.74599999934 6320102.159000002, 497422.70380000025 6320102.4703, 497267.0927000046 6320215.6873, 497267.73799999803 6320216.630000003, 497207.0974000022 6320270.179500002, 497196.86200000346 6320282.111000001, 497191.6248999983 6320293.503600001, 497197.78930000216 6320292.065200001, 497197.37440000474 6320292.967700001, 497230.757100001 6320324.9954, 497241.8942999989 6320331.947700001, 497250.28890000284 6320330.5983000025, 497252.5456000045 6320335.299700003, 497255.3299999982 6320334.852000002))",Tournesol,2015,,,,56953.74821376539
69417,418270,18.09,TRN,6,,,"POLYGON ((590145.0262000039 6259907.665000003, 590075.4406000003 6259840.0638, 590005.7228000015 6259772.7272000015, 589971.8559999987 6259738.8605, 589943.7212999985 6259711.019200001, 589493.9949000031 6260340.927200001, 589515.992899999 6260376.219300002, 589560.0172000006 6260361.649100002, 589604.3348999992 6260348.4199, 589636.7118000016 6260338.595800001, 589693.0280999988 6260323.861500002, 589747.8630999997 6260307.655700002, 589822.078900002 6260285.0999, 589897.2868000045 6260263.0733, 589949.4846000001 6260247.613400001, 589999.2160999998 6260232.7916, 589994.2133999988 6260226.508200001, 589980.6290000007 6260208.1853, 589953.5753000006 6260171.176600002, 589946.6300000027 6260161.519300003, 589942.6335000023 6260156.014400002, 589937.8197000027 6260149.411500003, 589926.1578000039 6260133.506500002, 589923.8042000011 6260130.187000003, 589898.4946000054 6260095.470800001, 589933.0890000015 6260045.729000002, 589967.821100004 6260073.314100001, 589990.184100002 6260088.291100003, 589998.499499999 6260083.0176, 590010.1061000004 6260075.381700002, 590035.1521999985 6260058.892100003, 590048.188500002 6260051.2214, 590061.0208000019 6260043.416100003, 590074.1838000044 6260035.214000002, 590084.7617000043 6260028.928000003, 590107.5820000023 6260018.344600003, 590131.1300000027 6260008.555, 590214.738499999 6259974.9529, 590180.2158000022 6259941.928600002, 590145.0262000039 6259907.665000003))",Tournesol,2015,,,,180926.39390156796
858585,5187012,3.19,TRN,6,,,"POLYGON ((530178.9650000036 6306027.894000001, 530162.2960000038 6306039.800000001, 530148.5380000025 6306050.119000003, 530139.2770000026 6306056.998, 530130.8229999989 6306063.632000003, 530100.6600000039 6306088.503000002, 530089.5350000039 6306098.009, 530082.9210000038 6306103.301000003, 530077.377000004 6306108.611000001, 530081.6099999994 6306120.7820000015, 530086.3720000014 6306136.128000002, 530100.6480000019 6306161.244000003, 530116.0060000047 6306192.2190000005, 530136.1140000001 6306232.965, 530154.1059999987 6306270.536000002, 530181.3460000008 6306256.759, 530213.625 6306240.09, 530258.075000003 6306217.336000003, 530287.7089999989 6306203.578000002, 530302.8020000011 6306196.982000001, 530205.9640000015 6306012.302000001, 530178.9650000036 6306027.894000001))",Tournesol,2015,,,,31915.191745761134
1637584,9891831,0.57,TRN,6,,,"POLYGON ((480331.9310000017 6267923.863000002, 480345.1429999992 6267924.054000001, 480364.3810000047 6267915.694000002, 480335.9030000046 6267804.501000002, 480315.70700000226 6267806.09, 480293.1860000044 6267801.551000003, 480290.6319999993 6267840.355, 480305.6080000028 6267879.84, 480314.4120000005 6267903.227000002, 480321.3969999999 6267914.150000002, 480328.30099999905 6267921.82, 480331.9310000017 6267923.863000002))",Tournesol,2015,,,,5711.469100373032
167498,1012615,1.54,TRN,6,,,"POLYGON ((784788.7624000013 6323384.147700001, 784778.5600000024 6323396.521000002, 784759.0210000053 6323418.665000003, 784740.0260000005 6323438.745000001, 784739.1059999987 6323439.624000002, 784737.0182000026 6323441.619000003, 784841.7219000012 6323459.3453, 784843.2950000018 6323460.693700001, 784843.3660000041 6323460.126000002, 784847.6480000019 6323460.643000003, 784855.3060000017 6323460.995000001, 784892.1019999981 6323463.384, 784896.1190000027 6323463.492000002, 784897.8559999987 6323465.988000002, 784905.9970000014 6323466.640000001, 784913.0520000011 6323465.120000001, 784921.8449999988 6323462.406000003, 784930.4549999982 6323459.422000002, 784932.8079999983 6323458.607000001, 784939.6200000048 6323455.821000002, 784939.9720000029 6323455.677000001, 785005.6420000046 6323424.09, 785005.640700005 6323424.090600003, 785005.640200004 6323424.090300001, 785005.6402999982 6323424.089200001, 785005.6406000033 6323424.088600002, 785012.1305000037 6323417.653700002, 785007.8973999992 6323390.270600002, 785005.9140000045 6323386.965, 784993.8766000047 6323388.1554000005, 784946.4899000004 6323395.605900001, 784946.4897000045 6323395.605900001, 784946.4895000011 6323395.605900001, 784946.177699998 6323395.6195, 784912.0463000014 6323394.296600003, 784912.0461999997 6323394.296600003, 784912.046099998 6323394.296600003, 784841.6081999987 6323389.8752, 784798.2697999999 6323383.944000002, 784790.9376000017 6323382.902000003, 784790.9369000047 6323382.901600003, 784790.9360000044 6323382.900500003, 784790.935800001 6323382.899800003, 784791.0606000051 6323382.021200001, 784788.7637000009 6323384.147700001, 784788.7624000013 6323384.147700001))",Tournesol,2015,,,,15437.80652072705
651358,3936246,2.95,TRN,6,,,"POLYGON ((536239.0410000011 6271490.154000003, 536432.9980000034 6271396.366, 536432.8220000044 6271394.609000001, 536423.4130000025 6271337.118000001, 536409.6689999998 6271288.497000001, 536409.1110000014 6271288.738000002, 536321.7660000026 6271320.382000003, 536157.7880000025 6271375.179000001, 536157.487999998 6271375.279000003, 536239.0410000011 6271490.154000003))",Tournesol,2015,,,,29547.705499273783
1046803,6326082,3.18,TRN,6,,,"POLYGON ((587669.0210999995 6327597.663900003, 587669.0150000006 6327598.186000001, 587669.0150000006 6327598.1862, 587669.0150000006 6327598.186300002, 587671.9250000045 6327627.8189, 587671.9250000045 6327627.819000002, 587676.3295999989 6327648.4267, 587676.631900005 6327649.182500001, 587677.3878000006 6327650.998100001, 587677.7296000049 6327651.3145, 587683.7377000004 6327655.5702, 587683.7379000038 6327655.5704, 587683.7383000031 6327655.570600003, 587692.0060000047 6327662.011400003, 587692.006099999 6327662.011400003, 587696.636300005 6327665.054000001, 587696.6363999993 6327665.054100003, 587703.7800000012 6327668.626000002, 587703.7801000029 6327668.626000002, 587710.6592000052 6327671.139600001, 587712.7758999988 6327671.966400001, 587714.6279999986 6327673.686100002, 587716.017400004 6327675.148500003, 587716.0179999992 6327675.149800003, 587742.8322999999 6327684.0427, 587742.8334000036 6327684.042300001, 587757.4301000014 6327660.515800003, 587762.9420000017 6327651.632000003, 587808.9790000021 6327582.972000003, 587817.7487000003 6327573.390900001, 587817.748800002 6327573.390800003, 587835.6503000036 6327559.250800002, 587862.5019000024 6327538.041500002, 587862.502000004 6327538.0414, 587862.5020999983 6327538.0413000025, 587862.5023000017 6327538.041100003, 587862.5025999993 6327538.040400002, 587862.5025999993 6327538.039900001, 587862.5025999993 6327538.039800003, 587861.1120000035 6327519.34, 587859.2089999989 6327506.677200001, 587859.2089000046 6327506.676900003, 587854.4270000011 6327495.159000002, 587854.4270000011 6327495.1589, 587839.8263000026 6327470.442200001, 587839.8260999992 6327470.442000002, 587839.826000005 6327470.4419, 587826.8581999987 6327452.349200003, 587826.8581000045 6327452.349100001, 587826.8580000028 6327452.3489000015, 587822.8594999984 6327443.2531, 587819.9601000026 6327436.657200001, 587819.9600000009 6327436.6570000015, 587815.3950000033 6327423.034000002, 587812.8084999993 6327411.5134, 587812.8083000034 6327411.512600001, 587812.8068000004 6327411.5119, 587812.806400001 6327411.5121, 587812.8061000034 6327411.512200002, 587797.9056999981 6327419.892200001, 587797.9056999981 6327419.892300002, 587782.427699998 6327429.6818, 587782.4276000038 6327429.6818, 587753.2440000027 6327450.226, 587706.4530000016 6327480.418000001, 587681.7153000012 6327494.600700002, 587681.7151000053 6327494.600900002, 587681.7150000036 6327494.601, 587681.7149000019 6327494.6011000015, 587674.3643999994 6327501.6917, 587674.3642000034 6327501.6919, 587674.3638999984 6327501.692600001, 587674.3638999984 6327501.692700002, 587670.8671000004 6327511.534900002, 587670.8669999987 6327511.5352, 587669.675999999 6327541.300000001, 587669.0210999995 6327597.663900003))",Tournesol,2015,,,,31812.900639574913
625253,3778046,4.91,TRN,6,,,"POLYGON ((624058.9320000038 6239019.256300002, 624072.9270000011 6239075.6620000005, 624081.1560000032 6239100.296, 624090.925999999 6239126.564000003, 624100.1520000026 6239150.661000002, 624101.6710000038 6239153.049000002, 624103.4079999998 6239154.026000001, 624106.9900000021 6239153.266000003, 624116.325000003 6239149.467, 624126.637000002 6239144.799000002, 624157.2490000054 6239130.473000001, 624179.825000003 6239118.5320000015, 624273.501000002 6239072.942000002, 624385.9549999982 6239016.391000003, 624419.8220000044 6238998.372000001, 624434.4750000015 6238988.604000002, 624437.4050000012 6238984.371000003, 624410.4849999994 6238906.326000001, 624399.6812000051 6238879.545700002, 624394.8933000043 6238881.0419000015, 624394.7976000011 6238880.8048, 624284.2893000022 6238925.173, 624063.4892000034 6239016.8609, 624063.5974000022 6239017.296800002, 624058.9320000038 6239019.256300002))",Tournesol,2015,,,,49132.456512871984
395088,2385070,4.72,TRN,6,,,"POLYGON ((598750.4958000034 6247636.7491, 598748.325000003 6247692.082000002, 598769.7870000005 6247685.644000001, 598796.5090000033 6247684.586000003, 598820.3220000044 6247688.026000001, 598849.6909999996 6247692.259, 598862.9200000018 6247699.403000001, 598875.2089999989 6247712.32, 598894.4060000032 6247743.853, 598926.949000001 6247799.945, 598950.2330000028 6247826.138, 598986.4809999987 6247840.955000002, 599000.7569999993 6247795.1630000025, 599027.439000003 6247723.776000001, 599061.9570000023 6247734.848000001, 599090.1790000051 6247744.617000002, 599108.4149999991 6247672.108000003, 599109.0659999996 6247661.4700000025, 599104.9420000017 6247656.911000002, 599074.9830000028 6247653.655000001, 599036.5230000019 6247651.009, 599030.4020000026 6247650.7190000005, 599029.3430000022 6247656.540000003, 599027.2220000029 6247664.727000002, 599014.6300000027 6247666.246000003, 599005.2950000018 6247672.759, 598990.0989999995 6247675.798, 598979.2440000027 6247677.101, 598963.3960000053 6247628.255000003, 599001.387000002 6247613.927000001, 599015.9329999983 6247618.920000002, 599029.6099999994 6247628.689000003, 599049.3650000021 6247641.498, 599108.6319999993 6247648.228, 599112.7569999993 6247646.708000001, 599120.1389999986 6247619.138, 599124.3778000027 6247596.1767, 599119.2823000029 6247596.236900002, 599119.3271000013 6247595.994100001, 599091.763500005 6247596.349600002, 599090.2578000054 6247596.137800001, 599081.7181000039 6247593.567200001, 599064.8954000026 6247590.273900002, 599063.9580999985 6247589.992800001, 599046.3621000051 6247582.773200002, 599029.0014000013 6247578.3979, 599009.0659999996 6247576.352900002, 598979.6411999986 6247577.376000002, 598949.5130999982 6247586.6028, 598948.6596000046 6247586.784600001, 598905.4908000007 6247592.096000001, 598885.2542999983 6247600.984000001, 598855.5669 6247615.162800003, 598854.5791999996 6247615.512900002, 598811.6411999986 6247625.820900001, 598811.3357999995 6247625.884200003, 598755.5429000035 6247635.646500003, 598755.5354000032 6247635.838600002, 598750.4958000034 6247636.7491))",Tournesol,2015,,,,47157.35401777335
1132978,6845669,1.8,TRN,6,,,"POLYGON ((535421.4950000048 6263951.581, 535360.9070000052 6263991.179000001, 535303.3819999993 6264026.125, 535378.6070000008 6264125.631000001, 535381.8969999999 6264121.32, 535425.126000002 6264078.091000002, 535467.3330000043 6264037.585000001, 535490.4790000021 6264015.914000001, 535480.7220000029 6263978.585000001, 535467.5600000024 6263936.945, 535463.1358999982 6263926.621100001, 535455.3060000017 6263936.264000002, 535421.4950000048 6263951.581))",Tournesol,2015,,,,18038.327294865623
999495,6038930,7.22,TRN,6,,,"POLYGON ((556887.012000002 6265592.201000001, 556887.0109999999 6265592.201000001, 556887.0100000054 6265592.200000003, 556778.2679999992 6265617.709000003, 556763.9800000042 6265619.776000001, 556637.7670000046 6265650.246000003, 556530.4050000012 6265681.291000001, 556504.0380000025 6265688.915000003, 556503.4690000042 6265689.080000002, 556407.9450000003 6265716.701000001, 556407.9450000003 6265716.702, 556407.9439999983 6265716.702, 556407.9439999983 6265716.703000002, 556407.9450000003 6265716.704, 556457.877000004 6265763.096000001, 556503.6979999989 6265795.450000003, 556503.699000001 6265795.450000003, 556510.337000005 6265794.935000002, 556517.7639999986 6265794.294, 556791.1939999983 6265726.906000003, 556792.9980000034 6265727.849000003, 556794.800999999 6265728.793000001, 556806.3159999996 6265825.086000003, 556806.9659999982 6265834.691, 556806.6359999999 6265841.2310000025, 556805.9750000015 6265854.310000002, 556805.9760000035 6265854.311000001, 556805.9769999981 6265854.311000001, 556853.8150000051 6265852.743000001, 556854.8570000008 6265853.517000001, 556859.7690000013 6265858.639000002, 556861.8200000003 6265860.623, 556862.4640000015 6265861.324000001, 556862.4640000015 6265877.462000001, 556862.4629999995 6265877.462000001, 556862.3900000006 6265877.555, 556862.3969999999 6265877.554000001, 556862.4050000012 6265877.555, 556862.4130000025 6265877.557, 556862.4200000018 6265877.561000001, 556862.425999999 6265877.566, 556862.4310000017 6265877.572000001, 556862.4350000024 6265877.579, 556862.436999999 6265877.586000003, 556862.438000001 6265877.5940000005, 556862.436999999 6265877.602000002, 556862.4350000024 6265877.609000001, 556861.9340000004 6265878.861000001, 556963.564000003 6265855.310000002, 556966.8269999996 6265854.553000003, 556887.012000002 6265592.201000001))",Tournesol,2015,,,,72182.23366732095
1379080,8329269,1.64,TRN,6,,,"POLYGON ((521616.2030000016 6322745.624000002, 521605.8020000011 6322771.846000001, 521580.45899999887 6322822.337000001, 521600.5520000011 6322850.185000002, 521572.5249999985 6322865.168000001, 521584.48099999875 6322882.501000002, 521664.4450000003 6322943.144000001, 521689.825000003 6322953.463000003, 521709.42400000244 6322970.243000001, 521721.0480000004 6322978.158, 521726.31700000167 6322979.760000002, 521735.70600000024 6322977.664000001, 521751.9769999981 6322965.466000002, 521727.93200000376 6322926.533, 521616.2030000016 6322745.624000002))",Tournesol,2015,,,,16351.333799586497
192913,1164364,0.54,TRN,6,,,"POLYGON ((632238.6633000001 6242099.022500001, 632238.3011000007 6242098.660600003, 632177.1123000011 6242034.306900002, 632175.5565000027 6242035.613200001, 632162.3273000047 6242049.6362, 632142.8299999982 6242075.004000001, 632127.1376000047 6242089.588300001, 632118.1418000013 6242098.584200002, 632114.702200003 6242105.727900002, 632113.6438000053 6242108.6384, 632115.2313000038 6242112.6071000025, 632118.5160000026 6242116.035, 632158.8950000033 6242114.081, 632202.9650000036 6242111.476, 632212.8628000021 6242109.961300001, 632224.2410000041 6242106.917000003, 632235.8816 6242100.965400003, 632238.6633000001 6242099.022500001))",Tournesol,2015,,,,5445.1636475596
1573463,9505217,0.47,TRN,6,,,"POLYGON ((628707.8070000038 6241393.101, 628715.5139999986 6241392.992000002, 628734.8350000009 6241387.022, 628744.8220000044 6241381.812000003, 628755.4600000009 6241379.641000003, 628768.8110000044 6241376.927000001, 628774.3460000008 6241375.299000002, 628780.3920000046 6241355.794, 628789.2180000022 6241340.456, 628780.013000004 6241325.144000001, 628762.7320000008 6241326.889000002, 628749.3810000047 6241326.563000001, 628742.7600000054 6241318.096000001, 628737.6579999998 6241312.452, 628735.7604999989 6241318.1105, 628725.6110000014 6241320.056000002, 628725.4875000045 6241320.0781, 628720.457600005 6241320.917100001, 628716.4677000046 6241321.874300003, 628713.6772000045 6241324.340200003, 628711.7335000038 6241329.072300002, 628695.7547999993 6241381.613200001, 628697.1071000025 6241383.052500002, 628702.3324000016 6241385.480500001, 628708.6969000027 6241387.879300002, 628707.8070000038 6241393.101))",Tournesol,2015,,,,4719.851802397094
1439209,8692077,1.0,TRN,6,,,"POLYGON ((574875.388000004 6343497.298, 574864.5260000005 6343472.433000002, 574856.0790000036 6343456.728, 574854.2450000048 6343455.274, 574847.1000000015 6343450.179000001, 574819.5530000031 6343434.259, 574810.4990000054 6343428.616, 574807.5139999986 6343430.643000003, 574801.314000003 6343434.853, 574791.0439999998 6343442.984000001, 574785.1960000023 6343447.614, 574748.3779999986 6343476.761, 574780.4930000007 6343505.074000001, 574838.1660000011 6343556.476, 574865.1240000054 6343581.511, 574879.4329000041 6343501.208000001, 574875.388000004 6343497.298))",Tournesol,2015,,,,9998.857632228708
1032884,6241612,1.81,TRN,6,,,"POLYGON ((547463.9569000006 6316456.6503, 547402.7978999987 6316404.377700001, 547401.9206000045 6316403.959600002, 547358.6525000036 6316483.1087, 547454.5738999993 6316573.8081, 547457.5271999985 6316569.975700002, 547457.5785000026 6316570.021000002, 547484.5333999991 6316534.888300002, 547526.5205000043 6316458.102400001, 547566.2269000039 6316368.989, 547565.0078999996 6316368.1798, 547564.399500005 6316367.704400003, 547550.689199999 6316355.171600003, 547550.6209000051 6316355.213800002, 547548.7168000042 6316353.425100002, 547548.1006000042 6316352.846300002, 547464.5936999992 6316455.864700001, 547463.9569000006 6316456.6503))",Tournesol,2015,,,,18089.462340603746
